delete from failurecode where orgid = 'TUI95';
delete from failurelist where orgid = 'TUI95';
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('ELECTRICAL', 'Electrical Distribution and switching equipment including lighting & conduits, cable and wires.', 'TUI95', 1098, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('ELECTRONIC', 'Cameras, computers, sensors, ETTM, fire & life, FECs, ITS, fibre, communications.', 'TUI95', 1099, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('HYDRAULIC', 'Hydraulic and piping  network, mains water, drainage including fixt & fitts, pits and storage tanks', 'TUI95', 1100, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('LANDSCAPING', 'Dead animals, Vegetation, Noxious Weeds, Fallen/broken trees, Debris, Graffiti, Dumped rubbish.', 'TUI95', 1101, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('MECHANICAL', 'Rotating Equipment: pumps, fans, motors, generators, engines, HVAC.', 'TUI95', 1102, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('PAVEMENT', 'Pavement, line marking and symbols and RPMs.', 'TUI95', 1103, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('STRUCTURE', 'Structural concrete and metal systems such as bridges, signs, buildings, tunnels.', 'TUI95', 1104, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('ANIMAL', 'Dead or Live Animals', 'TUI95', 1105, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('APPEARANCE', 'Appearance and cleanness problem', 'TUI95', 1106, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('BLEEDING', 'Bleeding /Delamination', 'TUI95', 1107, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('BLOCKED', 'Blocked', 'TUI95', 1108, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('BROKEN-CRACKED', 'Broken/Cracked  part', 'TUI95', 1109, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('COMPONENT-FAILURE', 'Faulty  or Blown up component', 'TUI95', 1110, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('CORROSION-EROSION ', 'Corrosion and Erosion', 'TUI95', 1111, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('CRACKED', 'Cracked ', 'TUI95', 1112, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('CUT-DISCONNECTED', 'Cut or disconnected ', 'TUI95', 1113, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('DEBRIS-RUBBISH', 'Debris or dump rubbish', 'TUI95', 1114, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('DEFORMED', 'Deformed ', 'TUI95', 1115, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('EDGE', 'Edge failures', 'TUI95', 1116, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('ELECTRICAL-ISSUE', 'Electrical problem', 'TUI95', 1117, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('GRAFFITI', 'Graffiti', 'TUI95', 1118, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('HIGH-TEMP', 'High temperature', 'TUI95', 1119, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('INSULATION', 'Insulation problem', 'TUI95', 1120, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('INTEGRITY', 'Integrity issue', 'TUI95', 1121, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('JAMMED', 'Not moving, stoped or jammed', 'TUI95', 1122, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('LEAKAGE', 'Leaking (water or other liquids)', 'TUI95', 1123, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('LOOSE ', 'Loose (either connection, component or structure)', 'TUI95', 1124, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('PERFORMANCE-ISSUE', 'Low or bad performance', 'TUI95', 1125, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('PHYSICAL-DAMAGE', 'Physical or Mechanical problems (e.g. got hit, deformed, bent)', 'TUI95', 1126, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('MISSING-COMPONENT', 'Missing component', 'TUI95', 1127, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('DISPLACEMENT', 'Displaced/moved', 'TUI95', 1128, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('NO-RESPONSE', 'No Response (for electronical devices), not operating', 'TUI95', 1129, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('POTHOLE', 'Pothole', 'TUI95', 1130, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('POWER-LOSS', 'Loss of source of Power', 'TUI95', 1131, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('RUTTING', 'Deformation/water ponding/Rutting', 'TUI95', 1132, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('SETTING', 'Setup/Adjustment  problem', 'TUI95', 1133, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('SKID', 'Skid resistance problem', 'TUI95', 1134, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('ROUGHNESS', 'Roughness problem- Includes ondulation', 'TUI95', 1135, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('VANDALISM', 'Vandalism', 'TUI95', 1136, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('VEGETATION', 'Vegetation', 'TUI95', 1137, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('VIBRATE-NOISE', 'Vibration/ Noise', 'TUI95', 1138, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('NOXIOUS', 'Noxious weed', 'TUI95', 1139, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('FALLEN TREE', 'Fallen or Broken Tree', 'TUI95', 1140, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('OVERFLOW', 'Overflow', 'TUI95', 1141, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('DIRTY', 'Dirty', 'TUI95', 1142, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('MISSING-ITEM', 'missing items (to be used for line markers)', 'TUI95', 1143, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('NOT-OPERATIONAL', 'Not operational (to be used for mechanical and electrical systems)', 'TUI95', 1144, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('REFLECTIVITY', 'Reflectivity (to be used for line markers )', 'TUI95', 1145, 'EN', 0);
insert into failurecode(failurecode, description, orgid, failurecodeid, langcode, hasld) values('TRIPPED', 'Tripped due to over load, current or temperature.', 'TUI95', 1146, 'EN', 0);
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3000, 'ELECTRONIC', null, null, 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3001, 'NO-RESPONSE', 3000, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3002, 'POWER-LOSS', 3001, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3003, 'CUT-DISCONNECTED', 3001, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3004, 'COMPONENT-FAILURE', 3001, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3005, 'SETTING', 3001, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3006, 'LOOSE ', 3001, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3007, 'PERFORMANCE-ISSUE', 3000, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3008, 'HIGH-TEMP', 3007, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3009, 'SETTING', 3007, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3010, 'COMPONENT-FAILURE', 3007, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3011, 'LOOSE ', 3007, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3012, 'DIRTY', 3007, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3013, 'APPEARANCE', 3000, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3014, 'GRAFFITI', 3013, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3015, 'LEAKAGE', 3013, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3016, 'DIRTY', 3013, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3017, 'PHYSICAL-DAMAGE', 3013, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3018, 'LOOSE ', 3013, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3019, 'ELECTRICAL', null, null, 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3020, 'NOT-OPERATIONAL', 3019, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3021, 'POWER-LOSS', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3022, 'CUT-DISCONNECTED', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3023, 'TRIPPED', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3024, 'COMPONENT-FAILURE', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3025, 'SETTING', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3026, 'LOOSE ', 3020, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3027, 'PERFORMANCE-ISSUE', 3019, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3028, 'HIGH-TEMP', 3027, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3029, 'SETTING', 3027, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3030, 'COMPONENT-FAILURE', 3027, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3031, 'LOOSE ', 3027, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3032, 'INSULATION', 3027, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3033, 'APPEARANCE', 3019, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3034, 'GRAFFITI', 3033, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3035, 'LEAKAGE', 3033, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3036, 'DIRTY', 3033, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3037, 'PHYSICAL-DAMAGE', 3033, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3038, 'LOOSE ', 3033, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3039, 'MECHANICAL', null, null, 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3040, 'NOT-OPERATIONAL', 3039, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3041, 'JAMMED', 3040, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3042, 'ELECTRICAL-ISSUE', 3040, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3043, 'COMPONENT-FAILURE', 3040, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3044, 'SETTING', 3040, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3045, 'PERFORMANCE-ISSUE', 3039, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3046, 'SETTING', 3045, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3047, 'DISPLACEMENT', 3045, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3048, 'LOOSE ', 3045, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3049, 'VIBRATE-NOISE', 3045, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3050, 'HIGH-TEMP', 3045, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3051, 'APPEARANCE', 3039, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3052, 'CORROSION-EROSION ', 3051, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3053, 'LEAKAGE', 3051, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3054, 'LOOSE ', 3051, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3055, 'DIRTY', 3051, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3056, 'BROKEN-CRACKED', 3051, 'CAUSE', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3057, 'LANDSCAPING', null, null, 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3058, 'DEBRIS-RUBBISH', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3059, 'ANIMAL', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3060, 'VEGETATION', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3061, 'NOXIOUS', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3062, 'FALLEN TREE', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3063, 'GRAFFITI', 3057, 'PROBLEM', 'TUI95');
insert into failurelist(failurelist, failurecode, parent, type, orgid) values (3064, 'VANDALISM', 3057, 'PROBLEM', 'TUI95');
