110163842 ,"OMB rear gate stuck open.
13.08.2014 11:39:39 Bill Booth (BOOTHB)
OMB rear gate stuck open.
* 13.08.2014 11:39:39 Bill Booth (BOOTHB)
* OMB rear gate stuck open.
OMB rear gate stuck open.
Fixed the broken wire on 12V supply for read sensors (front) and cleaned
and dried back sensor for moisture. Reset the unit fault cleared.
Work completed as above work plan
"
120380346 ,"01 W Weekly inspection of WL 2 Tollway
01 W Weekly inspection of WL 2 Tollway  - Off Pavement
1. Inspect Off-Pavement Tollway assets weekly as listed on
Regular Weekly  Inspection Report TMF-3012-OP-0002.
Record maintenance requirements.   Reference procedure
TMI-3012-OP-0001.
2. Personnel to carry safety vest, maintenance standards and
rotating vehicle hazard light and a tape recorder as a
minimum requirement.  Vehicle hazard light must be operating
when travelling in the emergency lane.
3. Notify control room if you are required to stop in emergency
lane to carry out further inspections
4. Check by 'drive-by' inspection  using a systematic approach
to encompass all inspection targets, these can be carried
out on separate days of the week ie; drainage and pits one
day and landscape on another, fencing one day and graffiti
on another etc.
Road Reserve pits/culverts for damage and blockage
Road Reserve drainage for blockages or flooding
Shared pathways
Delineators
Noise Barriers
Guard Rail
Fencing & access gates
Litter
Graffiti
Landscape areas
Record any other requirements outside specified maintenance
levels.
5. Make temporary repairs to unsafe items if possible, and if
safe to do so.  (  ie:  sweep stones and any ponding water
from pathways.)
6. Raise new job sheet or add to running jobsheets, any major
corrective maintenance action.
7. Ensure that any minor routine action identified is noted for
action on the current fortnightly litter and landscape
jobsheet.
8. Off-Pavement Inspection
Mon [      ]      Tues [      ]
Wed [      ]      Thurs [      ]
Friday,,[        ]
"
120309216 ,"01 W Inspection of  WL Toll gantry Blue Lighting
Make sufficient copies of form:
TMF-3012-OP-0380 Four arm blue light inspection sheet (2 Required)
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1. Inspect  the Blue lights installed at each toll point for
operation, as listed below for lamps that have failed.
The Toll Point Gantries are:
1N North Bound (Albion St - 1B)   [_ _]
1S South Bound (Albion St - 1A)   [_ _]
2. As a minimum, personnel are to wear safety vest and use
vehicles equipped with rotating vehicle hazard light.
Vehicle hazard light must be operating when travelling in the
emergency lane.
3. Notify the control room if you are required to stop in the
emergency lane to carry out further inspections.
4. At each location, visually inspect the lighting and record
lamps that are not on and record on the form by
marking with an ""X"", on TMF-3102-OP-0380.  Use a separate
form for each gantry.
5. Ensure the Job sheet and the completed forms
TMF-3012-OP-0380 and(one form for each gantry) are returned
to the Electrical / Electronics Team leader or his
representative.
6. The Electrical / Electronics Team Leader or his
representative shall schedule the replacement of lamps and or
repair of light fittings.
Work completed as above work plan by Siros
"
120309245 ,"06 M Maint of Gantry Tolling Equipment
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1. Carry out the six monthly planned maintenance defined in the
CML RSE Users Manual maintenance schedule, document no.
M-MCL-ET-1225.
2. Perimeter access gate at technical shelter key required.
3. To access the 400W VDC lamps on the right hand side, set up a
lane closure as per work instruction TMI-3012-OP-0002 and the
TLO procedure PR-RS-IR-059 Plan 17, 18 and Plan 2, 12 for the
left hand side access.
Note: In locations where a rear gantry exists the 400W VDC
lamps are located and accessed via the rear gantry structure.
Note: Any changes made to the closure in Work Done area of
the Job Sheet.
4. Use caution when working above traffic, ensure equipment and
or tools do not fall from the gantry.  Only essential
equipment is to be taken onto the Gantry.  Adhere to safety
instructions TMI-3012-SA-0101 Working  on Gantry
Structures.
5. Notify Control Room prior to entering the Technical Shelter.
6. Complete CML RSE Maintenance Plan  PL-MCL-ET-100001.
7. Record in the Work Done area of the Job Sheet any
outstanding works requiring further attention.
Create a new Job sheet for any outstanding works and notify
the Team Leader or his representative of the outstanding
works.
Record the New job number in the Work Done area of this
job sheet and in the Related Job field of both jobs.
8. Notify Control Room prior to departing from the Technical
Shelter.""
"
120309144 ,"01 W Weekly inspection of ESEP tollway  - Pavement
1. Inspect On-Pavement Tollway assets weekly as listed on
Regular Weekly  Inspection Report TMF-3012-OP-0046.
Record maintenance requirements. Reference procedure
TMF-3012-OP-0001.
2. Personnel to carry safety vest, maintenance standards and
rotating vehicle hazard light and tape recorder as a minimum
requirement.  Vehicle hazard light must be operating
during inspection routine.
3. Notify control room if you are required to stop in emergency
lane for further inspection.
4. Check by 'drive-by' inspection  using a systematic approach
to encompass all inspection targets, these can be carried out
on separate days of the week ie; inspect pavement defects one
day, signs and road furniture another day, line markings etc,
on main carriageway one day and ramps on another, etc.
Pavement defects
Shoulder defects
Drainage for blockages or flooding.
Kerb & channel defects
Pavement Pits/Culverts for damage or blockage
Line marking
Raised pavement markers damaged or missing
New Jersey Barriers for damage
Impact Attenuators
Warning signs
Road signs
General signs
Litter
Graffiti
Record any other requirements outside specified maintenance
levels.
5. Make temporary repairs to unsafe items if possible,  pick up
potential traffic hazards if safe to do so.
6. Raise new  job sheet or add to running jobsheets, any major
corrective maintenance action ie; all pot hole and pavement
defects to be added to the 'Work Done' section running
Pavement Repairs  Jobsheet.
7. Ensure that any minor routine action identified is noted for
action on the current fortnightly litter and landscape
jobsheet.
8. On-Pavement inspection:
Monday   [        ]    Tuesday  [        ]
Wednesday  [       ]   Thursday  [        ]
Friday     [        ]
"
120308998 ,"12 M Inspect of HV RMU batteries and chargers
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1.  Notify the TCRO prior to commencing this job.
2.  Refer to M Brodribb Model D5414 24V 10A DC Charger System
manual M-STG-EL-24028.
3.  Carry out the following checks in co-operation with the HV
sub-contractor.
Check the RMU battery charger in the sub-station by:
(a) Initiate a """"Low Voltage"""" alarm and ""Charger Fail""
alarm by switching OFF the charger with full load applied to
the charger.   [_ _]
(b) A ""Charger Fail"" alarm (Red LED) should occur.  [_ _]
(c) A ""Low Voltage"" alarm should occur on.  [_ _]
(d) Turn on the supply to the Charger, alarm should be
reset.  [_ _]
(e) Check that all pc cards are tight in sockets.  [_ _]
(f) Clean and remove any accumulated dirt, debris, vermin
etc.  [_ _]
4.  Record in the Work Done area of the job sheet any
outstanding works requiring further
attention.  Raise a job sheet for any outstanding works.
5.  Notify the TCRO when the job is completed.
""
"
120380404 ,"01 W Clean up OMB Workshop
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1. Remove any accumulated rubbish, debris and equipment
from garage floor.
2. Sweep and vacuum all floor surfaces in garage area.
3. Mop all floor surfaces in garage area.
Errect ""wet floor sign"" in moped areas.
"
120309285 ,"03 M Inspection of SL TSH UPS - Fentons systems
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1. Notify the control room prior to entering each Technical
Shelter.
2. Three Month Service Plan Reference :  Fenton Users
Manual - Uninterruptible Power Supplies""""  On-Line Series
UME V. 5.2 4kVA, 6kVA, 8kVA, 10kVA.
3. Measure the voltage across each battery, ( whilst being
charged ) record results in the in the UPS Battery
Test Sheet TMF-3012-OP-0037.  [_ _]
[ Each battery should have a nominal charge between 13.5
and 13.6 volts:  A voltage above 13.8 volts will
indicate a battery fault. ]
4. (a) Press the """"Control"""" button on the UPS, followed by the
""Down Arrow"""" button until the message  CONTROL BYPASS MODE
appears.
(b) Press the ""Control"" button and ""Enter"" button
simultaneously, the UPS will transfer into the bypass
mode.
,,   **If at anytime during load transfer the UPS ,,,,,,
malfunctions, notify TCR prior to continuing.**
c) Check the front LCD panel for any alarm conditions.  The
""Bypass O/P"" indicator should be illuminated.   [_ _]
(d) Contact the Traffic Control Room to confirm receipt of
alarm condition.   [_ _]
(e) Scroll through menu using the ""Display"" button followed
by the ""Down Arrow""
(f) Remove side covers from the UPS.   WARNING THE UPS IS
STILL ALIVE.
(g) Visually inspect the interior of the UPS for accumulated
dust, connections or other components that may show
obvious distress.   [_ _]
(h) Check that both the front and rear fans are operating
(The front fan is thermostatically controlled).    [_ _]
(i) Press the ""Control"" button, then press the ""Down Arrow""
until the message ""CONTROL INVERTOR MODE"" appears. [_ _]
(j) Press the ""Control"" button and the ""Enter"" button
simultaneously, wait approx 10 seconds  until the UPS
reverts back to its normal operation.   [_ _]
5. (a) Contact TCR prior to isolating.
,,   Switch to the OFF position the wall mounted isolator or
CB1, on the rear  of the UPS to transfer the load to the
batteries. Check with TCR once load has been transferred
to batteries that a power failure has not occurred.
,,   **Do not turn isolator back on for 20 seconds as this may
cause damage to the equipment.**
NOTE: Ensure that the Circuit breaker (C/B2) on the rear of
the UPS is not accidentally turned off at  this stage
as CB2 isolates the batteries.
(b) Continue with the UPS supplying the load from the
batteries for at least 10 minutes.
(c) Measure the voltage across each battery, ( whilst being
discharged ) record results in the in the UPS Battery
Test Sheet TMF-3012-OP-0037.  [_ _]
[ Each battery should have a nominal charge between 13.5
and 13.6 volts:  A voltage above 13.8 volts will
indicate a battery fault. ]
(d) Check the front LCD panel for any alarm conditions.  The
""On Battery "" indicator should be illuminated.    [_ _]
(e) Scroll through menu using the ""Display"" button followed
by the ""Down Arrow"".  Record the voltage and current
details on form UPS Battery Test Sheet
TMF-3012-OP-0037   [_ _].
(f) Switch to the ON position the wall mounted isolator or
CB1, on the rear  of the UPS to transfer the load to the
normal supply.
6. Battery Panel.
(a) Wear Safety Glasses when carrying out measurements on the
Batteries.
(b) Ensure the Circuit Breaker operating handle, on side
panel door, is in the upright position and is not
tripped.  [_ _]
(c) Measure and record the overall charge voltage across the
CB ( nominally 217V. )    [_ _]
7. Record any result outside normal parameters, in the "" Work
Done "" area of the job sheet.
8. Fill in the Technical Shelter Log Book.
9. Notify control room on departure from the Technical Shelter.
""
Works completed as above work plan
"
120309095 ,"01 M HSE Insp for O<(>&<)>MB grnd floor, yard & abut""
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
1. Notify the Traffic Control Room prior to commencing this work.
2. Prior to commencing this job ensure that you have keys to Stores B,
C, E, the chemical
shed and the abutment area gate and roller door.
3. Using form Workplace Inspection Checklist - O<(>&<)>M Building Ground
Floorand Abutment
area TMF-3012-SA-0002.  Carry out the HSE inspection of the various
areas specified on
the form answering all questions.
4. Record any corrective action required, in the """"Work Done"""" area of
the job sheet.  Raise a
new job sheet for any corrective actions required.   Priority High
P1.
5. Return completed form to HSE Co-ordinator or his/her representative
6. Notify the Traffic Control Room on completion of this work.
""
Inspection Completed. Zac Tsoulias 5/9/14
"
110173360 ,"WTP Fault - 21/9/14
Attended by D.Bate
WTP Fault
Computer seem sto fail all the time over the last few weeks needs to be
urgently fixed to stop this from happening.
"
