AU01784 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Notify the control room prior to commencing the job
2. (a) Refer to Maintenance Manual, """"Operating and Maintenance manual
for Mechanical
         Services - MCL Tunnels"""" M-STG-ME-27400.
   (b) Refer to AS 1668.1 - Appendix A for detail and methodology of
stair pressurisation
         commissioning tests.
3. Access Refuge 3 via substation 2, at ground level in Swan Street,
then down the stairwell to
    the tunnel level.
4. Ensure supply fan SF-SS2-1 situated on roof of Substation 2 is
operating and normal air
   supply to the ventilation shaft and refuge area is being maintained.
5. Check the grill, supplying air to the refuge area, in the
ventilationshaft is clear of debris that
   will restrict air flow.   [_ _]
6. Ensure the door between the Burnley Tunnel and the Refuge area is
closed.
7. Prior to entering the refuge, have the traffic control room operator
check the CO and NO levels
   and the temperature of the refuge.  Record in the """"Work Done"""" area
of the jobsheet if the
   ambient conditions are within required safety standards. If the air
quality is below standards, arrange for the control
   room to refresh the air in the refuge by operating the fan until
suitable air quality is
   achieved.  [_ _]
8. Inspection and checks of the Refuge and shaft area.
    WARNING:
    HEARING AND EYE PROTECTION MUST BE WORN WHEN WORKING IN THE
VICINITYOF
    THE OPERATING FAN.
   (a) Check the
         (i) exhaust vent on the duct   [_ _]
         (ii) the return air grill on the fan unit    [_ _]
         (iii) The fire damper and motorised damper exhaust grills in
the access shaft to
                tunnel to ensure they are free of debris that would
restrict the free flow of
                air.   [___]
          Note: The air damper on the fan return air grill is
non-functional.
   (b) Check the fire damper for damage, loose linkages and premature
operation.    [_ _]
   (c) Arrange the traffic control room operator to operate the fan.
 Check the operation of the fan
         ensuring the air flow is from the duct outlet into the refuge.
 [_ _]
   (d) Note: The alarm to be raised will not call the fire brigade. It
will register on the local FIP
                    and CCCS as a local alarm.
         Remove the smoke detector access cover and spray """"test
smoke"""", from a smoke
         generator, as specified on the container, onto the smoke
detector (on the inlet duct).
         Check that an alarm actuates on the local  fire indicator
panel.  [_ _]
  (e ) With the supply air fan SA-SD3-01 operating record the
differential pressure, if less than
        50Pa in the """"Work Done area of the job sheet.  Advise the
superintendent for further
        investigation.   [_ _]
  (f) Arrange the refuge door catch to be non-functioning, then using a
spring balance,
       measure the force required to open the door. Record the results
in the """"Work Done""""
       area of the job sheet if a force greater than 11kg is required,
advise the superintendent
       for further investigation.   [_ _]
  (g) Chock the door open, then using an anemometer, measure the
velocity of air out of the
        open door.  The reading should be with the door fully open and
no obstructions.
        Record the results in the """"Work Done"""" area of the job sheet
ifa velocity is less than
       1 metre per  sec.  Raise a new job sheet for any outstanding
corrective actions
       required.   [_ _]
  (h ) After closing the door, measure the time taken for the air
pressure to return to the static
        reading.  Record the results in the """"Work Done"""" area of the
job sheet if the time taken is
        greater than two minutes.  Raise a new job sheet for any
outstanding corrective action
        required.   [_ _]
  ( i ) Check the fan and motor for undue noise and vibrations.   [_ _]
  ( j ) Check the fan and motor bearings for noise.   [_ _]
   (k) Check the fan plenum for damage, corrosion, missing panel
fixings, as well as
         checking unit fixings for security.  [_ _]
   ( l ) Measure the motor current and compare with the rated current.
  [_ _]
   (m ) Check the filter elements for cleanliness and replace if
required.  ( 4 off 600x600x100mm)
             and ( 4 off 600x300x100mm)    [_ _]
9. Ensure the action of opening the Refuge door;
   (a) Generates an alarm at the TCR workstation.
   (b) Causes the fan speed to vary to maintain a positive pressure in
the Refuge.
   (c) To replicate the action of the smoke detector, temporarily
removethe relay """"Refuge
         Supply Air Fan No 3"""" mounted in the rear compartment of the
fire indicator panel.  The
         fan should stop after about two and a half minutes.  Replace
the relay on
         confirmation.   [_ _] (A local alarm will register on the CCCS.
 The fire brigade will not
         be called)
10. Run the fan for a further 5 minutes, with the door in both the open
and the closed
      position.
11. Clean the refuge:
     Sweep the floor and remove accumulated webs from the walls.   [___]
     Remove from site all accumulated debris and rubbish.   [_ _]
12. On completion of job record anything outside normal parameters
      e.g. Damaged equipment enclosures
             leaks
             lighting faults
             door damage
             evidence of structural damage to the refuge etc,  in the
Work Done""""
       section of the job sheet and report to the Team Leader or his
representative and
       raise a new job for any repairs.
13. Request the traffic control room to shut the fan down and to turn
off the lighting after
      leaving the Refuge, ensuring that the door to the tunnel is
closed.
14. Record anything outside normal parameters in the """"Work Done"""" area
of the Job Sheet.
15. Ensure the door between the Refuge and the Burnley Tunnel is closed.
"
AU02237 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Notify the Traffic Control room prior to commencing this
   work.
2  This work is to be carried by a sub-contractor under TS
   supervision
3. Traffic management as per Work Instruction Traffic Control
   TMI-3012-OP-0002 and Translink Procedure PR-RS-IR-059 Plan 11
   to be provided by Transfield Services.
   In the work done area record:
   a. Any deviations from the plan.
   b. Lane closure start time.
   c. Lane closure finish time.
   d. Weather conditions.
4. Carry out a skid resistance survey of the Exhibition Street.
5. Provide a detailed report on the complete ESEP detailing the
   current conditions of the ESEP road pavement.
6. Manage automated pavement management database to provide an
   on-going and updated data related to the ESEP pavement and
   its on-going operational condition.
7. Record in the Work done area of the Job Sheet the job Report
   No. and the date.
8. Notify the Traffic Control Room on completion of the job.
"
AU02065 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Notify the Traffic Control Room prior to commencing this job
2. Reference Vipac Report ""Tuned Mass Damper Maintenance -
   Western link Stick Wall""
   Report Nos. 303562-1 (May 02) & 303699-1(August 02)
3. This Tuned Mass Damper testing is to be carried out by the
   sub-contractor in the presence of the Civil Worker.
4. Where the job is scheduled at the following times, use the
   following list to determine the choice of sticks to perform
   the tests on.

Feb-2004 (1) Jan-2005 (2) Jan-2006 (3)
Jan-2007 (1) Jan-2008 (2) Jan-2009(3)
Jan-2010 (1) Jan-2011 (2) etc
    Where the (n) is 1; then
    N1, N2, N6, N11, N16, N17, N21, S12, S13, S14, S15, S16, S17
    & S18
    Where the (n) is 2 ; then
    N3, N4, N5, N13, N14, N19,N20, S6, S7, S8, S9, S10 & S11
    Where the (n) is 3; then
    N7, N8, N9, N10, N12, N15, N18, S1, S2, S3, S4, S5 & S6,
    On the occasion of February 2004 (only), perform tests on
    Stick N13, N15, N16, N20 & N21 to confirm the on-going
    integrity of previous repairs (N16 & N20 are included the
    selected population).
4. Use an Elevated Work Platform to access the top of the stick
5. Attach an accelerometer (set up so that it outputs
   displacement) near the middle of the top edge of the stick
6. Excite the stick by hand to get it swaying at its natural
   frequency in a North South direction.
7. Keep exciting the stick until a higher displacement cannot be
   achieved.
8. Let go of the stick and allow the movement to decay
9. Capture the initial part of the decay curve on an FFT
   analyser
10. Download the data, use successive peaks and troughs to
    calculate the natural frequency and the displacement at
    which tuned damping ceases and natural damping takes over.
11. Repeat steps 6 to 10, exciting the stick in an East West
    direction.
12. The sub-contractor is to supply a report setting out the
    result of the tests as well as a detailed listing of minor
    repairs carried out along with any works still outstanding.
13. Notify the Traffic Control room on completion of the job.






"
AU02079 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Inspect  the Architectural lighting installations, as listed
   below for malfunctioning and or damaged lights.  Gateway
   lighting, Bolte bridge roadway lighting and sound tube
   (Internal & overhead) are carried out by others.
   The forms setting out the lighting for inspection are:
      Bolte Bridge Tower Feature Lighting - East Tower
      TMF-3012-OP-0216
      Bolte Bridge Tower Feature Lighting - West Tower
      TMF-3012-OP-0217
      Architectural Feature Lighting - Bolte Bridge Road (South
      Aerofoil)  TMF-3012-OP-0363
      Architectural Feature Lighting - Bolte Bridge Road (North
      Aerofoil)  TMF-3012-OP-0364
      Architectural Feature Lighting - Acoustic Tube (Underside)
      TMF-3012-OP-0226.
2. As a minimum, personnel to wear a safety vest and use a
   vehicle with a rotating hazard light.  Vehicle hazard light
   must be operating when travelling in the emergency lane.
3. Notify the control room if you are required to stop in the
   emergency lane to carry out further inspections.
4. At each location, visually inspect the lighting and record
   any malfunctioning and or damaged light fittings and record
   on the appriate form marking with an """"X"""".
      Bolte Bridge Roadway Lighting
      Aerofoil lights
      Bolte Bridge Tower Lighting
      Tower lights - Water Level Inspection only
      Aircraft warning lights -Distance inspection only
      Acoustic Tube Lighting
      Under shell
5. Ensure the Job sheet and the completed forms
   TMF-3012-OP-0216, TMF-3012-OP-0217, TMF-3012-OP-0363,
   TMF-3012-OP-0364 & TMF-3012-OP-0226 are returned to the
   Electrical / Electronics Team leader or his representative.
6. The Electrical / Electronics Team Leader or his
   representative shall raise jobsheets for any lamp
   replacements and any outstanding corrective actions that such
   as vandalism etc that maybe required.





"
AU02250 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Organise and order and delivery of  Lutron Pressure Calibrator to
Corke Instruments for
   calibration.
2. Arrange pickup of Lutron Calibrator when calibration is complete.
3. Record in the Work Done area of the Jobsheet the Testing Authority's
name and the
  Testing Athority's Reference Number
4. Return  the completed jobsheet to the Electrical Supervisor or his
representative to
   File Calibration report in File 27.1 - """"Lutron TS153159""""
Enter recording below
Testing Authority's Name:
Testing Athority's Reference Number:""

NOTE: Where equipment requiring testing or calibration is sent
      off site for calibration, please record the in the Work
"
AU01629 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Carry out inspection of the Shared Pathways of sector S4 as
   per Work Instruction TMI-3012-OP-0018.
2. Inspectors to carry safety vest, maintenance standards and
   rotating vehicle hazard light as a minimum requirement.
   Vehicle hazard light must be operating during inspection
   routine.
3. Notify control room when starting inspection.
4. Check:
   Pathways and paved areas are clean/clear
   Paths for Potholes and erosion
   Paths for Depressions and subsidence
   Broken paving or pavers
   Lifted paving or pavers
   Loose paving or pavers
   Sump pumps for debris
   Area for flooding
   Drainage (pits, pipes, grates, underpasses)
   Erosion damage
   Weeds
   Structural damage
5. Record defects or maintenance requirements in area below
6. Make temporary repair to any unsafe situation and raise a new
   job sheet for any works that require further repairs.





"
AU02199 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Organise, order and the delivery of the Insulation resistance tester
for Calibration to
    Y3KEnergy  for calibration.
2. Arrange pickup of the Insualtion resistance Tester when the
calibration is complete.
3. Records in the Work Done area of the jobsheet, the name of the
Testing Authority and
   testing Authorities reference number.
4. File Calibration report in File 27.1  under the appropriate section
Record Details Below
Name of testing Authority:
Testing Authoriy's Reference Number:""

NOTE: Where equipment requiring testing or calibration is sent
      off site for calibration, please record the in the Work
"
AU02177 ,"All TS procedures in TMI-3012-SA-0102 High Voltage Safety Work
Instruction.

**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Notify the TCRO prior to commencing this job.
2. The following work is to be carried by the sub-contractor
   under the supervision of an electrical/electronics
   technician.
3. Refer to Manual Merlin Gerin Masterpact Instruction Notice
   M-STG-EL-24030
4. Ensure that the Three monthly and twelve monthly HV electric
   inspection have been carried out.
5. (Substation 1A, 1B, 2A, 2B, 3A, 3B, 4A, 4B, 5A, 5B and 6
   Schneider Circuit breakers and Isolators)
   The result of all tests, inspections and observations are to
   be recorded and reported to the Electrical/electronics team
   leader or his representative.
   (a) Thoroughly, visually inspect the circuit breakers and
       record and report any damaged or worn parts.
   (b) Inspect metal and insulating parts, remove dust and dirt
       and clean in accordance with the manufacturers
       instructions.
   (e) Clean the switchgear enclosure (cubicle)
   (f) Carefully examine bushings and insulators for cracks,
       chips or partial discharging.
   (g) Visually check and ensure that control devices are free
       of accumulated dust deposits by carefully cleaning.
   (h) Check all un-insulated cable connections for correct
       tension.  Check and tighten un-insulated bolts on cable
       connections where practical to do so.
   (i) Check all earthing and cable connections including
       control cubicle, inspecting for loose connections and
       signs of broken strands.  Tighten and or repair as
       required.
   (j) Visually inspect all auxiliary wiring, plugs and
        terminations.
   (k) Perform millivolt drop / micro ohm test across primary
       contacts.
   (l) Check and record winding resistance of shunt trip and the
       close coils.  Compare with previous years findings.
   (m) Confirm correct operation of spring charge motors and
       interlock devices.
   (n) Inspect, clean and lubricate all moving parts of the
       switchgear operating mechanisms as described in the
       Manufacturer's Maintenance Instructions.
   (o) Clean the exterior of switchgear cubicles of dirt and
       grime, record areas of damaged paintwork or areas that
       are corroded.
   (p) Examine and clean all control relays, contactors, fuses
       etc, confirming connections and continuity of all wiring.
   (q) Perform millivolt drop / micro ohm test across cubicle
       bus bar connections for all phases if the bus bar is
       available.
   (r) Perform insulation resistance tests with a 2500V
       insulation tester for one minute per test:
       (i) With the CB closed each phase to the other phases and
           earth.
      (ii) With the CB open, across the open contacts
           This test shall be carried out after maintenance.
   (s) Carry out a complete functional test on each circuit
       breaker, including earth switches ,and ensure correct
       operation including devices, flags, interlocks etc.
   (t) Trip and close the circuit breaker at least five times.
   (u) Reinstall all parts and ensure all switchgear is fully
       operational on completion of the maintenance.
6. (Substation Protection)
   The result of all tests, inspections and observations are to
   be recorded and reported to the Electrical/electronics team
   leader or his representative.
  DO NOT ATTEMPT SERVICE ON CURRENT TRANSFORMERS WHILE
  ENERGISED.
   Extremely high voltages can be generated across the secondary
   terminal of the current transformer when OPEN circuited.
   Current transformers should be short-circuited during
   secondary injection testing.  Jumper leads should be removed
   when testing is complete.
   (a) Carry out continuity test from current transformers to
       relays by primary injection, functional test of trip,
       close.  Alarm and control circuits by operation of the
       relay and physical inspection of all relays.  ENSURE
       APPROPRIATE ALARMS ARE GENERATED BACK TO THE TRAFFIC
       CONTROL ROOM.
   (b) Knee point / saturation test current transformers
       recording five points across the magnetisation curve as
       well as comparing results of each phase / class and
       results of previous testing.
   (c) Record the settings of all protections relays, verify and
       record the pick up and drop out values, IDMT trip times
       for two points of trip curve via primary injection or the
       Nulec TTS.
   (d) When testing is complete, carefully check that all
       jumpers and test leads have been removed and that any
       connections removed for testing purposes have been
       reinstated.
7. (Cast Resin Dry Type Transformers)
   The result of all tests, inspections and observations are to
   be recorded and reported to the Electrical/electronics team
   leader or his representative.
   (a) Carry out an insulation resistance test using a 2500V
       insulation tester of HV-LV Frame.  Record the results on
       an appropriate Maintenance Provider Check Sheet.
8. (Insulation Resistance Testing of High Voltage Cables)
   The result of all tests, inspections and observations are to
   be recorded and reported to the Electrical/electronics team
   leader or his representative.
   (a) Carry out an Insulation resistance test on all of the
       insulated HV cables.  The test shall be carried out using
       a 2500V insulation tester and shall be tested:
     (i) Between each and every phase conductor
    (ii) Between each phase conductor and the earth conductor.
   (b) Inspect each cable termination and seals for mechanical
       damage, overheating, tracking and or ingress of moisture.
       Record and report any damage.
9. (Substation 1A, 1B, 2A, 2B, 3A, 3B, 4A, 4B, 5A & 5B Low
   Voltage Circuit breakers and Bus Ties)
   The result of all tests, inspections and observations are to
   be recorded and reported to the Electrical/electronics team
   leader or his representative.
   (a) Thoroughly, visually inspect the circuit breakers and
       record and report any damaged or worn parts.
   (b) Record the number of operations for each circuit breaker.
   (c) Inspect metal and insulating parts, remove dust and dirt
       and clean in accordance with the manufacturers
       instructions.
   (d) Clean the switchgear enclosure (cubicle)
   (e) Carefully examine LV bushings and insulators for cracks,
       chips or partial discharging.
   (f) Visually check and ensure that control devices are free
       of accumulated dust deposits by carefully cleaning.
   (g) Check all un-insulated cable connections for correct
       tension.  Check and tighten un-insulated bolts on cable
       connections where practical to do so.
   (h) Check all earthing and cable connections including
       control cubicle, inspecting for loose connections and
       signs of broken strands.  Tighten and or repair as
       required.
   (i) Visually inspect all auxiliary wiring, plugs and
       terminations.
   (j) Perform millivolt drop / micro ohm test across primary
       contacts.
   (k) Check and record winding resistance of shunt trip and the
       close coils.  Compare with previous years findings.
   (l) Confirm correct operation of spring charge motors and
       interlock devices.
   (m) Inspect, clean and lubricate all moving parts of the
       switchgear operating mechanisms as described in the
       Manufacturer's Maintenance Instructions.
   (n) Clean the exterior of switchgear cubicles of dirt and
       grime, record areas of damaged paintwork or areas that
       are corroded.
   (o) Examine and clean all control relays, contactors, fuses
       etc, confirming connections and continuity of all wiring.
   (p) Perform millivolt drop / micro ohm test across cubicle
       bus bar connections for all phases if the bus bar is
       available.
   (q) Perform insulation resistance tests with a 1000V
       insulation tester for one minute per test:
      (i) With the CB closed each phase to the other phases and
          earth.
        (ii) With the CB open, across the open contacts
       This test shall be carried out after maintenance.
   (r) Carry out a complete functional test on each circuit
       breaker and ensure correct operation including devices,
       flags, interlocks etc.
   (s) Trip and close the circuit breaker at least five times.
   (t) Reinstall all parts and ensure all switchgear is fully
       operational on completion of the maintenance.
10. Record in the Work Done area of the job sheet, inspection
    results requiring further corrective actions.  Raise a new
    job sheet for any outstanding works and notify the Team
    Leader or his representative.  Include in the Related Job
    field of the new and this job, the job number of the
    alternate Job.   [_ _]
11. At each substation fill-in the log book.   [_ _]



"
AU01904 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Notify the control room prior to commencing this job.
2. Notify the control room of the areas that will be effected
   during this test.
3. Refer to Australian Standard AS/NZS 2293.2 : 1995.  This
   standard sets out the procedure to be adopted when testing
   and proving the operation of battery backed emergency
   lighting.
4. Ensure that no interruption to the normal supply has taken
   place for a period of at least 16 hours prior to conducting
   this discharge test.   [_ _]
5. Replace fluorescent lamps that exhibit excessive
   end-blackening, even when the lamps still operate.  Record on
   EMERGENCY LIGHTING DISCHARGE TEST - SUBSTATION 5 AND ENVIRONS
   TMF-3012-OP-0247, only those fittings in which the tubes have
   been replaced.
   FA - 2 x 36w tube
   FB -2 x 36w tube (Haz area)
   FC - 1 x 18w tube
   EM2 - 2 x 36w tube
   EM3 - 2 x 36w tube
   EM4 - 2 x 18w tube
   EX1 - 2 x 10w tube
   EX2 - 2 x 10w tube
   EX3 - 2 x 10w tube
   EX4 - 2 x 10w tube
   EX5 - 2 x 10W tube
   EXB1 - 1 x 10w tube.
6. Simulate a failure of the monitored power supply for
   90 minutes. Monitor the lights and record on EMERGENCY
   LIGHTING DISCHARGE TEST - SUBSTATION 5 AND ENVIRONS
   TMF-3012-OP-0247, only those lights which does not provide
   suitable area lighting for the required 90 minutes.
7. Restore the emergency lights and exit signs to normal
   condition and then check that the battery charger operation
   indicator functions correctly.  Record on EMERGENCY LIGHTING
   DISCHARGE TEST - SUBSTATION 5 AND ENVIRONS TMF-3012-OP-0247,
   only those light fittings that the battery charger operation
   indicator does not function correctly.
8. Clean all light emitting and reflecting surfaces of the
   emergency lights and exit signs. Record any broken or damaged
   diffusers on the form EMERGENCY LIGHTING DISCHARGE TEST -
   SUBSTATION 5 AND ENVIRONS TMF-3012-OP-0247 for subsequent
   replacement.
9. Ensure the emergency lighting and exit signs operate in the
   correct relationship to the normal lighting.
10. On completion of the job, record anything outside normal
    parameters in the Work Done area of the of the job sheet.
11. Notify the control room on completion of the job.



"
AU01616 ,"
**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**

1. Perimeter access gate & Technical Shelter keys are
   required.
2. Notify the control room prior to entering the technical
   shelter.
3. Reference MGP Electrical Pty Ltd , Technical Shelter Main
   Distribution Switchboard, Operation and Maintenance Manual
   (M-MCL-ME-20016).
4. Carry out the maintenance in the electrical systems in the
   following:
   |        |      Date     |          Name           |
   | TSH 01 |...............|.........................|
   | TSH 02 |...............|.........................|
   | TSH 03 |...............|.........................|

5. Lighting
   (a) Check operation of internal and external  lights and
       replace any faulty lamps.  [_ _]
   (b) Check and test Emergency lighting as per ASA2293.1 &
       AS2293.2.
         (i) Operate the self contained emergency lighting
             from their battery supply by turning off
             the normal lighting power supply.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
         (ii) The lights must remain alight for at least 90
              minutes.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
         (iii) Replace any faulty lamps and or battery packs.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
         (iv) Turn on the normal lighting power supply and
              check that the battery charger indicator
              functions properly.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
         (v) Record the test and correct operation of the
             system in the emergency lighting log
             book.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
         (vi) Record the replacement of faulty lamps.
             TSH 01 [_ _] TSH 02 [_ _]TSH 03 [_ _]
6. Raise a new Mainpac job sheet for any works that require
   further maintenance.
7. Record anything outside normal parameters in the """"Work
   Done"""" area of the Job Sheet.
8. Fill in the Technical Shelter Log Book.
9. Notify the control room on departure from the Technical
   Shelter.





"
